articleID,issueID,authorID,webHits
531,76,5,1332
532,76,6,1496
533,76,9,2958
534,76,3,959
535,76,2,1668
536,76,7,2285
537,76,2,1616
538,76,7,1786
539,76,8,1766
540,77,8,1755
541,77,2,1361
542,77,7,1375
543,77,3,37
544,77,6,2603
545,78,6,2211
546,78,7,1085
547,78,5,1613
548,78,3,1371
549,78,1,862
550,78,6,1966
551,78,9,3068
552,78,6,2374
553,78,5,1087
554,79,4,2269
555,79,9,2948
556,79,6,1805
557,79,7,1782
558,79,3,187
559,79,9,2824
560,80,3,1098
561,80,3,1285
562,80,3,813
563,80,7,1694
564,80,3,555
565,80,9,3060
566,80,7,1768
567,80,3,1449
568,80,9,2752
569,80,5,1250
570,81,7,2155
571,81,7,1854
572,81,2,706
573,81,4,1648
574,81,2,715
575,81,7,3335
576,81,6,2069
577,81,3,656
578,81,4,1693
579,81,7,2246
580,81,9,2943
581,81,3,1318
582,81,9,3063
583,81,2,1217
584,81,9,3009
585,81,9,3065
586,81,3,1253
587,81,6,1688
588,82,7,2417
589,82,3,666
590,82,7,2309
591,82,1,503
592,82,7,2697
593,82,5,1197
594,82,7,2029
595,82,6,2485
596,82,9,3013
597,82,8,2127
598,82,6,2828
599,82,5,1713
600,82,3,311
601,82,6,3163
602,82,3,1465
603,82,8,1961
604,82,1,1071
605,82,4,1523
606,82,8,2128
607,83,7,1721
608,83,3,815
609,83,4,1412
610,83,8,1876
611,83,6,1775
612,83,7,1940
613,83,1,690
614,83,7,1501
615,83,8,1952
616,83,5,1950
617,83,6,2831
618,83,1,570
619,83,6,2021
620,83,1,786
621,83,9,2943
622,83,6,2352
623,83,6,2153
624,84,5,1532
625,84,1,2082
626,84,1,750
627,84,6,1051
628,84,9,2881
629,84,8,1958
630,84,8,1875
631,84,1,1529
632,84,7,2588
633,84,1,773
634,84,3,1040
635,84,8,2074
636,84,1,1402
637,84,4,1250
638,84,6,1513
639,84,9,3224
640,85,1,725
641,85,1,854
642,85,3,638
643,85,3,508
644,85,7,2102
645,85,7,1128
646,85,5,1524
647,85,2,1753
648,85,3,1257
649,85,1,620
650,85,6,3326
651,85,3,856
652,85,1,1249
653,85,7,1281
654,85,7,2127
655,85,1,1032
656,86,3,869
657,86,6,1591
658,86,6,1775
659,86,3,1627
660,86,6,1957
661,86,7,1708
662,86,2,1617
663,86,4,1366
664,86,9,3120
665,86,7,1474
666,86,2,71
667,86,5,1625
668,86,1,1005
669,86,4,965
670,87,8,2131
671,87,6,1350
672,87,9,2975
673,87,6,3675
674,87,8,2176
675,87,1,1423
676,87,8,2138
677,87,9,3184
678,87,5,1473
679,87,8,1894
680,87,4,1152
681,87,8,2107
682,87,8,1897
683,87,4,1235
684,88,8,2298
685,88,3,1871
686,88,1,1153
687,88,1,645
688,88,1,1100
689,88,9,3112
690,88,4,1607
691,88,6,1309
692,88,2,88
693,88,9,3236
694,88,5,1578
695,88,7,2090
696,88,2,639
697,88,8,2099
698,89,5,1504
699,89,1,896
700,89,4,1804
701,89,6,2284
702,89,7,2232
703,89,6,1350
704,89,9,2941
705,89,5,1453
706,89,6,1954
707,89,7,1917
708,89,6,1786
709,89,3,1084
710,89,4,1646
711,89,8,2158
712,89,3,477
713,89,8,1907
714,89,6,1587
715,90,1,22
716,90,8,1829
717,90,4,1870
718,90,6,1129
719,90,9,2968
720,90,4,1249
721,90,5,1235
722,90,2,787
723,90,6,1350
724,90,8,2036
725,90,9,3245
726,90,7,1005
727,90,1,439
728,90,4,1859
729,90,3,777
730,90,3,1149
731,91,2,1855
732,91,6,1222
733,91,5,1415
734,91,1,1164
735,91,6,1281
736,91,7,2390
737,91,9,2994
738,91,7,2154
739,91,1,1122
740,91,6,2893
741,91,7,1927
742,92,9,3056
743,92,3,606
744,92,1,1163
745,92,6,1511
746,92,5,1656
747,92,7,2270
748,92,6,1522
749,92,2,1503
750,92,6,1377
751,92,7,1719
752,92,4,1521
753,92,5,1383
754,92,5,1709
755,92,7,2168
756,92,3,1457
757,92,8,2539
758,93,6,1608
759,93,8,1861
760,93,2,760
761,93,6,1622
762,93,2,662
763,93,3,1202
764,93,9,2920
765,93,6,1633
766,93,5,1622
767,93,3,621
768,93,4,1746
769,93,4,1367
770,93,5,1424
771,93,9,2963
772,93,3,497
773,93,8,1878
774,93,1,300
775,93,3,390
776,93,8,1773
777,93,2,1088
778,94,2,272
779,94,7,2002
780,94,5,1628
781,94,1,691
782,94,4,1540
783,94,4,1535
784,94,7,2134
785,94,5,1498
786,94,5,1185
787,94,7,1382
788,94,3,1276
789,94,2,454
790,94,8,1890
791,95,2,737
792,95,9,3069
793,95,2,420
794,95,4,1276
795,95,8,2143
796,95,7,1604
797,95,1,1323
798,95,2,804
799,95,1,820
800,95,4,1325
801,95,6,1692
802,95,1,469
803,96,7,2197
804,96,4,1156
805,96,9,2728
806,96,1,840
807,96,6,1885
808,96,2,1688
809,96,5,1563
810,96,6,1601
811,96,6,2822
812,96,5,1446
813,96,1,1035
814,96,2,1384
815,97,1,1272
816,97,2,1036
817,97,6,1934
818,97,8,2018
819,97,4,1893
820,97,2,686
821,97,3,1156
822,97,4,1334
823,97,4,1423
824,97,4,1610
825,97,4,1172
826,97,5,1750
827,97,3,1101
828,97,2,85
829,97,7,2903
830,98,9,3052
831,98,7,1991
832,98,4,1819
833,98,7,2381
834,98,2,797
835,98,8,1408
836,98,3,455
837,98,5,1335
838,98,3,1094
839,98,6,1685
840,98,8,2252
841,98,3,249
842,98,3,1006
843,98,7,2495
844,98,9,2907
845,98,1,1521
846,99,6,1318
847,99,3,1021
848,99,4,1963
849,99,1,665
850,99,1,367
851,99,1,919
852,99,1,1337
853,99,4,1681
854,99,4,1992
855,99,3,728
856,99,2,1659
857,99,3,1095
858,99,1,993
859,100,1,1248
860,100,3,875
861,100,7,1573
862,100,7,1998
863,100,6,2663
864,100,7,2630
865,100,9,3046
866,100,6,1369
867,100,4,1429
868,100,7,2581
869,100,1,1196
870,100,7,2136
871,100,1,1191
872,100,7,1858
873,100,1,1575
874,100,5,1777
875,100,2,963
876,100,3,744
877,101,1,1320
878,101,8,1971
879,101,6,2915
880,101,4,2077
881,101,9,2843
882,101,3,664
883,101,1,681
884,101,2,1033
885,101,9,2896
886,101,7,1505
887,101,2,589
888,101,9,2955
889,101,8,1905
890,101,4,1761
891,101,7,1910
892,101,8,2197
893,102,6,1882
894,102,7,1809
895,102,3,1005
896,102,8,1919
897,102,3,861
898,102,3,560
899,102,9,3012
900,102,5,1432
901,102,1,1560
902,102,1,1008
903,102,4,2443
904,102,4,1240
905,102,1,1044
906,102,8,1951
907,103,9,3047
908,103,2,1915
909,103,3,1041
910,103,1,906
911,103,7,1673
912,103,5,1513
913,103,2,1398
914,103,3,1347
915,103,5,1566
916,103,8,1960
917,103,8,1957
918,103,3,644
919,103,6,2304
920,103,4,1314
921,103,8,1843
922,104,4,1081
923,104,5,1249
924,104,4,1421
925,104,4,1569
926,104,3,750
927,104,2,819
928,104,9,3004
929,104,7,1256
930,104,1,1133
931,104,1,669
932,104,2,736
933,104,1,1500
934,104,5,1654
935,104,3,1529
936,105,5,2092
937,105,1,1077
938,105,1,1185
939,105,5,1790
940,105,8,1741
941,105,6,1968
942,105,4,1475
943,105,6,2024
944,105,7,1687
945,105,7,2712
946,105,7,1861
947,105,7,2193
948,105,5,1786
949,105,9,2965
950,105,7,2084
951,105,5,1376
952,105,8,2406
953,106,6,2169
954,106,4,1471
955,106,4,1106
956,106,2,276
957,106,9,3026
958,106,6,3105
959,106,8,2257
960,106,7,1644
961,106,5,1378
962,106,3,1294
963,106,6,2250
964,106,3,794
965,106,9,3016
966,106,4,1580
967,106,1,938
968,106,5,1638
969,107,6,1048
970,107,1,694
971,107,7,1811
972,107,8,2192
973,107,7,1810
974,107,3,1290
975,107,9,2915
976,107,8,2002
977,107,9,3054
978,107,9,3007
979,107,6,2474
980,107,5,1105
981,107,9,2841
982,107,3,967
983,108,1,1276
984,108,1,1453
985,108,1,527
986,108,3,769
987,108,5,1660
988,108,7,1885
989,108,6,1046
990,108,9,2992
991,108,4,2239
992,108,4,1583
993,108,4,1319
994,108,2,516
995,108,7,2021
996,109,1,1255
997,109,4,1443
998,109,9,3006
999,109,1,950
1000,109,3,349
1001,109,3,1168
1002,109,7,1579
1003,109,2,686
1004,109,5,1703
1005,109,1,1665
1006,109,3,1220
1007,109,2,1618
1008,109,5,1494
1009,110,3,862
1010,110,6,710
1011,110,4,1802
1012,110,1,842
1013,110,9,3068
1014,110,8,1798
1015,110,6,2121
1016,110,9,3064
1017,110,3,834
1018,110,1,1357
1019,110,4,2348
1020,110,6,2142
1021,110,4,1860
1022,110,6,860
1023,110,3,402
1024,110,5,1680
1025,110,2,1374
1026,110,4,915
1027,110,1,937
1028,110,1,935
1029,111,2,858
1030,111,6,906
1031,111,7,1876
1032,111,1,1329
1033,111,6,1060
1034,111,3,1483
1035,111,2,621
1036,111,4,1480
1037,111,6,2688
1038,111,7,1944
1039,111,3,1061
1040,111,3,620
1041,111,3,506
1042,111,7,2595
1043,111,1,1042
1044,111,7,2621
1045,111,5,1526
1046,111,8,2014
1047,111,8,2077
1048,111,7,2151
1049,111,5,1416
1050,111,7,2285
1051,111,6,2534
1052,111,1,1513
1053,111,4,780
1054,111,5,1689
1055,111,1,465
1056,112,8,1895
1057,112,9,3022
1058,112,8,2186
1059,112,8,2060
1060,112,2,1088
1061,112,6,1569
1062,112,8,1697
1063,112,2,1355
1064,112,8,2012
1065,112,1,891
1066,112,7,2240
1067,112,6,2398
1068,112,2,810
1069,112,4,1635
1070,112,3,744
1071,112,3,1137
1072,112,2,1192
1073,112,5,1730
1074,112,1,957
1075,112,9,3039
1076,112,9,2893
1077,112,2,1625
1078,112,9,2797
1079,112,5,1435
1080,113,2,321
1081,113,6,1594
1082,113,9,3013
1083,113,2,1755
1084,113,2,805
1085,113,7,1908
1086,113,3,1757
1087,113,6,1056
1088,113,6,2147
1089,113,7,2077
1090,113,6,3419
1091,113,5,1383
1092,113,3,331
1093,113,4,1636
1094,113,7,2454
1095,113,6,2121
1096,113,8,1927
1097,113,8,1924
1098,113,6,1663
1099,113,1,654
1100,113,9,2921
1101,113,3,943
1102,113,8,1805
1103,113,7,2807
1104,113,9,2860
1105,113,3,635
1106,114,3,295
1107,114,4,1632
1108,114,6,938
1109,114,1,847
1110,114,7,1857
1111,114,9,3112
1112,114,3,1121
1113,114,9,3113
1114,114,8,2371
1115,114,4,1262
1116,114,9,3081
1117,114,2,436
1118,114,3,524
1119,114,3,882
1120,114,5,1414
1121,114,5,1721
1122,114,2,243
1123,114,6,1550
1124,114,1,987
1125,114,3,1227
1126,114,5,1818
1127,114,1,1066
1128,114,3,889
1129,114,5,1644
1130,114,8,1993
1131,114,5,1487
1132,114,8,1999
1133,115,9,3066
1134,115,1,789
1135,115,3,754
1136,115,3,894
1137,115,2,458
1138,115,2,1594
1139,115,6,2134
1140,115,1,1339
1141,115,6,1229
1142,115,5,1541
1143,115,5,1545
1144,115,2,1420
1145,115,4,1688
1146,115,6,65
1147,115,1,813
1148,115,7,1883
1149,115,3,815
1150,115,7,2306
1151,115,9,2892
1152,115,9,2852
1153,115,9,3018
1154,115,1,1690
1155,115,7,2244
1156,115,6,2299
1157,115,5,1745
1158,115,4,1870
1159,115,8,2295
1160,115,1,394
1161,115,9,2936
1162,115,5,1717
